,sta,ondate,offdate,lat,lon,elev,staname,statype,refsta,dnorth,deast,lddate,type
268,R12A,2007135,-1,38.3281,-114.6076,1.845,-,-,-,0,0,2019-Jan-14,UTTR
269,R14A,2007135,-1,38.2987,-113.0213,1.542,-,-,-,0,0,2019-Jan-14,UTTR
270,RBU,2007135,-1,40.7808,-111.8083,1.676,-,-,-,0,0,2019-Jan-14,UTTR
271,RCJ,2007135,-1,40.6585,-111.4393,2.09,-,-,-,0,0,2019-Jan-14,UTTR
272,REDW,2007135,-1,43.3624,-110.8518,2.192,-,-,-,0,0,2019-Jan-14,UTTR
273,RLMT,2007135,-1,45.1221,-109.2673,2.086,-,-,-,0,0,2019-Jan-14,UTTR
274,ROA,2007135,-1,39.6615,-110.3647,1.925,-,-,-,0,0,2019-Jan-14,UTTR
275,RRI2,2007135,-1,43.3474,-111.3201,2.558,-,-,-,0,0,2019-Jan-14,UTTR
276,RSUT,2007135,-1,41.6385,-111.4317,2.682,-,-,-,0,0,2019-Jan-14,UTTR
277,RWWY,2007135,-1,41.6889,-107.2102,2.402,-,-,-,0,0,2019-Jan-14,UTTR
278,S08C,2007135,-1,37.4993,-118.1711,3.087,-,-,-,0,0,2019-Jan-14,UTTR
279,S09A,2007135,-1,37.7243,-117.2246,1.7678,-,-,-,0,0,2019-Jan-14,UTTR
280,S10A,2007135,-1,37.923,-116.5948,1.796,-,-,-,0,0,2019-Jan-14,UTTR
281,S11A,2007135,-1,37.6444,-115.7472,1.456,-,-,-,0,0,2019-Jan-14,UTTR
282,S12A,2007135,-1,37.6083,-114.8489,1.479,-,-,-,0,0,2019-Jan-14,UTTR
283,S13A,2007135,-1,37.5808,-113.8604,1.698,-,-,-,0,0,2019-Jan-14,UTTR
284,S14A,2007135,-1,37.7601,-113.1684,1.746,-,-,-,0,0,2019-Jan-14,UTTR
285,SAIU,2007135,-1,40.8548,-112.1815,1.384,-,-,-,0,0,2019-Jan-14,UTTR
286,SGR,2007135,-1,36.9804,-117.0336,1.56,-,-,-,0,0,2019-Jan-14,UTTR
287,SGU,2007135,-1,39.1823,-111.6447,2.357,-,-,-,0,0,2019-Jan-14,UTTR
288,SHP,2007135,-1,36.5047,-115.1567,1.632,-,-,-,0,0,2019-Jan-14,UTTR
289,SLMT,2007135,-1,47.2418,-113.4935,1.701,-,-,-,0,0,2019-Jan-14,UTTR
290,SNO,2007135,-1,39.3197,-111.5388,2.503,-,-,-,0,0,2019-Jan-14,UTTR
291,SNOW,2007135,-1,43.4625,-110.7552,2.39,-,-,-,0,0,2019-Jan-14,UTTR
292,SNP97,2007135,-1,38.809,-119.8058,1.77,-,-,-,0,0,2019-Jan-14,UTTR
293,SNPA7,2007135,-1,39.0081,-119.8949,2.35,-,-,-,0,0,2019-Jan-14,UTTR
294,SNPA8,2007135,-1,39.0963,-119.6021,2.004,-,-,-,0,0,2019-Jan-14,UTTR
295,SNPB9,2007135,-1,39.3597,-119.5914,1.855,-,-,-,0,0,2019-Jan-14,UTTR
296,SNPD8,2007135,-1,39.6502,-120.2246,1.546,-,-,-,0,0,2019-Jan-14,UTTR
297,SNPD9,2007135,-1,39.8259,-120.0095,1.608,-,-,-,0,0,2019-Jan-14,UTTR
298,SNPE9,2007135,-1,40.025,-120.1875,1.797,-,-,-,0,0,2019-Jan-14,UTTR
299,SNPF9,2007135,-1,40.1808,-120.3973,1.331,-,-,-,0,0,2019-Jan-14,UTTR
300,SNPG9,2007135,-1,40.3453,-120.6017,1.332,-,-,-,0,0,2019-Jan-14,UTTR
301,SNUT,2007135,-1,40.8857,-112.509,1.652,-,-,-,0,0,2019-Jan-14,UTTR
302,SPU,2007135,-1,41.3087,-112.4492,2.086,-,-,-,0,0,2019-Jan-14,UTTR
303,SRU,2007135,-1,39.1108,-110.5238,1.804,-,-,-,0,0,2019-Jan-14,UTTR
304,STMT,2007135,-1,45.386,-109.8608,1.756,-,-,-,0,0,2019-Jan-14,UTTR
305,SUU,2007135,-1,39.8882,-111.7908,2.024,-,-,-,0,0,2019-Jan-14,UTTR
306,SWMT,2007135,-1,47.5093,-113.9988,1.297,-,-,-,0,0,2019-Jan-14,UTTR
307,SXM,2007135,-1,46.1495,-111.2088,1.996,-,-,-,0,0,2019-Jan-14,UTTR
308,T11A,2007135,-1,37.2408,-115.2202,1.402,-,-,-,0,0,2019-Jan-14,UTTR
309,T12A,2007135,-1,36.7256,-114.7147,0.538,-,-,-,0,0,2019-Jan-14,UTTR
310,T13A,2007135,-1,37.0195,-113.9073,0.878,-,-,-,0,0,2019-Jan-14,UTTR
311,T14A,2007135,-1,37.0615,-113.084,1.529,-,-,-,0,0,2019-Jan-14,UTTR
312,T15A,2007135,-1,37.0183,-112.3824,1.561,-,-,-,0,0,2019-Jan-14,UTTR
313,T16A,2007135,-1,36.9839,-111.506,1.177,-,-,-,0,0,2019-Jan-14,UTTR
314,TCU,2007135,-1,41.1173,-111.4078,2.269,-,-,-,0,0,2019-Jan-14,UTTR
315,TCUT,2007135,-1,41.1173,-111.4078,2.269,-,-,-,0,0,2019-Jan-14,UTTR
316,TIM,2007135,-1,37.0667,-116.4703,1.871,-,-,-,0,0,2019-Jan-14,UTTR
317,TPAW,2007135,-1,43.4901,-110.9506,2.512,-,-,-,0,0,2019-Jan-14,UTTR
318,TPMT,2007135,-1,44.7298,-111.6657,2.518,-,-,-,0,0,2019-Jan-14,UTTR
319,TPNV,2007135,-1,36.9488,-116.2495,1.6,-,-,-,0,0,2019-Jan-14,UTTR
320,TPW,2007135,-1,36.9016,-116.2528,1.573,-,-,-,0,0,2019-Jan-14,UTTR
321,TWP,2007135,-1,37.2047,-116.1243,1.576,-,-,-,0,0,2019-Jan-14,UTTR
322,TYM,2007135,-1,37.144,-116.7217,1.457,-,-,-,0,0,2019-Jan-14,UTTR
323,U10A,2007135,-1,36.4193,-116.3297,0.668,-,-,-,0,0,2019-Jan-14,UTTR
324,U11A,2007135,-1,36.423,-115.3835,0.867,-,-,-,0,0,2019-Jan-14,UTTR
325,U12A,2007135,-1,36.4321,-114.5388,0.644,-,-,-,0,0,2019-Jan-14,UTTR
326,U13A,2007135,-1,36.4151,-113.9653,0.712,-,-,-,0,0,2019-Jan-14,UTTR
327,U14A,2007135,-1,36.4182,-113.1805,1.916,-,-,-,0,0,2019-Jan-14,UTTR
328,V13A,2007135,-1,35.8522,-113.984,1.402,-,-,-,0,0,2019-Jan-14,UTTR
329,V15A,2007135,-1,35.8191,-112.1731,1.891,-,-,-,0,0,2019-Jan-14,UTTR
330,W01,2007135,-1,44.921,-115.95,1.63,-,-,-,0,0,2019-Jan-14,UTTR
331,W02,2007135,-1,44.932,-116.14,1.608,-,-,-,0,0,2019-Jan-14,UTTR
332,W03,2007135,-1,44.991,-116.399,1.27,-,-,-,0,0,2019-Jan-14,UTTR
333,W04,2007135,-1,45.045,-116.664,1.392,-,-,-,0,0,2019-Jan-14,UTTR
334,W15,2007135,-1,46.375,-117.548,1.041,-,-,-,0,0,2019-Jan-14,UTTR
335,W16,2007135,-1,46.512,-117.644,0.623,-,-,-,0,0,2019-Jan-14,UTTR
336,W18,2007135,-1,45.009,-117.1916,1.447,-,-,-,0,0,2019-Jan-14,UTTR
337,W19,2007135,-1,44.8448,-117.506,0.843,-,-,-,0,0,2019-Jan-14,UTTR
338,W20,2007135,-1,44.538,-117.924,1.425,-,-,-,0,0,2019-Jan-14,UTTR
339,WAK,2007135,-1,38.5043,-119.4382,1.89,-,-,-,0,0,2019-Jan-14,UTTR
340,WCN,2007135,-1,39.3104,-119.759,1.658,-,-,-,0,0,2019-Jan-14,UTTR
341,WCU,2007135,-1,38.9647,-112.0907,2.673,-,-,-,0,0,2019-Jan-14,UTTR
342,WMUT,2007135,-1,40.0767,-111.8333,1.981,-,-,-,0,0,2019-Jan-14,UTTR
343,WTU,2007135,-1,40.4548,-111.9535,1.552,-,-,-,0,0,2019-Jan-14,UTTR
344,WVOR,2007135,-1,42.4339,-118.6367,1.344,-,-,-,0,0,2019-Jan-14,UTTR
345,WVUT,2007135,-1,41.6102,-111.9592,1.828,-,-,-,0,0,2019-Jan-14,UTTR
346,YDC,2007135,-1,44.7095,-111.2397,2.025,-,-,-,0,0,2019-Jan-14,UTTR
347,YFT,2007135,-1,44.4513,-110.8358,2.292,-,-,-,0,0,2019-Jan-14,UTTR
348,YGC,2007135,-1,44.7962,-111.1065,2.075,-,-,-,0,0,2019-Jan-14,UTTR
349,YHB,2007135,-1,44.7508,-111.1962,2.167,-,-,-,0,0,2019-Jan-14,UTTR
350,YHH,2007135,-1,44.7883,-110.8505,2.717,-,-,-,0,0,2019-Jan-14,UTTR
351,YJC,2007135,-1,44.7555,-110.3492,2.684,-,-,-,0,0,2019-Jan-14,UTTR
352,YLA,2007135,-1,44.5127,-110.2687,2.58,-,-,-,0,0,2019-Jan-14,UTTR
353,YLT,2007135,-1,44.437,-110.588,2.439,-,-,-,0,0,2019-Jan-14,UTTR
354,YMC,2007135,-1,44.7593,-111.0062,2.073,-,-,-,0,0,2019-Jan-14,UTTR
355,YML,2007135,-1,44.6053,-110.6432,2.653,-,-,-,0,0,2019-Jan-14,UTTR
356,YMP,2007135,-1,44.7402,-110.156,2.774,-,-,-,0,0,2019-Jan-14,UTTR
357,YMR,2007135,-1,44.6687,-110.965,2.149,-,-,-,0,0,2019-Jan-14,UTTR
358,YMS,2007135,-1,44.264,-110.5278,3.106,-,-,-,0,0,2019-Jan-14,UTTR
359,YMV,2007135,-1,44.9737,-110.6888,1.829,-,-,-,0,0,2019-Jan-14,UTTR
360,YNR,2007135,-1,44.7155,-110.6792,2.336,-,-,-,0,0,2019-Jan-14,UTTR
361,YPC,2007135,-1,44.648,-110.1925,2.932,-,-,-,0,0,2019-Jan-14,UTTR
362,YPK,2007135,-1,44.7318,-109.9219,2.897,-,-,-,0,0,2019-Jan-14,UTTR
363,YPM,2007135,-1,44.6572,-110.8687,2.582,-,-,-,0,0,2019-Jan-14,UTTR
364,YPP,2007135,-1,44.271,-110.8045,2.707,-,-,-,0,0,2019-Jan-14,UTTR
365,YSB,2007135,-1,44.884,-110.151,2.072,-,-,-,0,0,2019-Jan-14,UTTR
366,YTP,2007135,-1,44.3918,-110.285,2.384,-,-,-,0,0,2019-Jan-14,UTTR
367,YUF,2007135,-1,44.7126,-110.5117,2.394,-,-,-,0,0,2019-Jan-14,UTTR
368,YWB,2007135,-1,44.6058,-111.1008,2.31,-,-,-,0,0,2019-Jan-14,UTTR
381,BMN,2007155,-1,40.4314,-117.221,1.594,-,-,-,0,0,2019-Jan-14,UTTR
455,HMU,2007155,-1,37.938,-110.7418,2.43,-,-,-,0,0,2019-Jan-14,UTTR
581,OR033,2007155,-1,43.7741,-119.028,1.553,-,-,-,0,0,2019-Jan-14,UTTR
582,OR039,2007155,-1,43.6942,-118.9876,1.445,-,-,-,0,0,2019-Jan-14,UTTR
583,OR040,2007155,-1,43.7174,-120.2849,1.376,-,-,-,0,0,2019-Jan-14,UTTR
584,OR043,2007155,-1,43.6803,-119.7092,1.381,-,-,-,0,0,2019-Jan-14,UTTR
585,OR044,2007155,-1,43.6325,-119.22,1.451,-,-,-,0,0,2019-Jan-14,UTTR
586,OR046,2007155,-1,43.6793,-120.1926,1.3579,-,-,-,0,0,2019-Jan-14,UTTR
587,OR048,2007155,-1,43.615,-120.4413,1.536,-,-,-,0,0,2019-Jan-14,UTTR
588,OR049,2007155,-1,43.5943,-118.6019,1.317,-,-,-,0,0,2019-Jan-14,UTTR
589,OR052,2007155,-1,43.5224,-119.0249,1.239,-,-,-,0,0,2019-Jan-14,UTTR
590,OR057,2007155,-1,43.4987,-120.1158,1.377,-,-,-,0,0,2019-Jan-14,UTTR
592,OR061,2007155,-1,43.3922,-120.5613,1.317,-,-,-,0,0,2019-Jan-14,UTTR
594,OR072,2007155,-1,43.2356,-119.297,1.306,-,-,-,0,0,2019-Jan-14,UTTR
595,OR073,2007155,-1,43.2469,-118.8962,1.27,-,-,-,0,0,2019-Jan-14,UTTR
596,OR077,2007155,-1,43.1971,-118.6543,1.285,-,-,-,0,0,2019-Jan-14,UTTR
597,OR079,2007155,-1,43.1287,-118.571,1.303,-,-,-,0,0,2019-Jan-14,UTTR
598,OR081,2007155,-1,43.1095,-118.4206,1.367,-,-,-,0,0,2019-Jan-14,UTTR
599,OR087,2007155,-1,42.9911,-118.6624,1.372,-,-,-,0,0,2019-Jan-14,UTTR
613,P15A,2007155,-1,39.5708,-112.2786,1.576,-,-,-,0,0,2019-Jan-14,UTTR
614,P16A,2007155,-1,39.6092,-111.6595,1.822,-,-,-,0,0,2019-Jan-14,UTTR
626,Q15A,2007155,-1,38.9995,-112.3793,1.477,-,-,-,0,0,2019-Jan-14,UTTR
627,Q16A,2007155,-1,38.9176,-111.1716,1.912,-,-,-,0,0,2019-Jan-14,UTTR
652,S15A,2007155,-1,37.6761,-112.3627,2.102,-,-,-,0,0,2019-Jan-14,UTTR
660,SNP87,2007155,-1,38.6816,-119.6114,2.708,-,-,-,0,0,2019-Jan-14,UTTR
662,SNP98,2007155,-1,38.9177,-119.4167,1.521,-,-,-,0,0,2019-Jan-14,UTTR
686,TM2,2007155,-1,39.2965,-111.2082,2.731,-,-,-,0,0,2019-Jan-14,UTTR
687,TMU,2007155,-1,39.2965,-111.2082,2.731,-,-,-,0,0,2019-Jan-14,UTTR
689,TPH,2007155,-1,38.075,-117.2225,1.883,-,-,-,0,0,2019-Jan-14,UTTR
700,U15A,2007155,-1,36.428,-112.2915,2.489,-,-,-,0,0,2019-Jan-14,UTTR
701,U16A,2007155,-1,36.1428,-111.1297,1.544,-,-,-,0,0,2019-Jan-14,UTTR
702,U18A,2007155,-1,36.4199,-109.8696,1.878,-,-,-,0,0,2019-Jan-14,UTTR
709,W08,2007155,-1,45.427,-117.359,1.204,-,-,-,0,0,2019-Jan-14,UTTR
710,W09,2007155,-1,45.504,-117.807,1.114,-,-,-,0,0,2019-Jan-14,UTTR
711,W11,2007155,-1,45.805,-117.548,1.171,-,-,-,0,0,2019-Jan-14,UTTR
712,W12,2007155,-1,45.953,-117.464,0.81,-,-,-,0,0,2019-Jan-14,UTTR
713,W13,2007155,-1,46.122,-117.379,1.667,-,-,-,0,0,2019-Jan-14,UTTR
714,W14,2007155,-1,46.269,-117.499,1.392,-,-,-,0,0,2019-Jan-14,UTTR
826,GRRI,2007162,-1,42.938,-111.422,2.207,-,-,-,0,0,2019-Jan-14,UTTR
971,OR020,2007162,-1,44.1566,-120.2471,1.202,-,-,-,0,0,2019-Jan-14,UTTR
972,OR025,2007162,-1,44.0303,-119.8616,1.277,-,-,-,0,0,2019-Jan-14,UTTR
974,OR035,2007162,-1,43.8876,-120.0227,1.252,-,-,-,0,0,2019-Jan-14,UTTR
982,OR051,2007162,-1,43.6405,-120.0124,1.283,-,-,-,0,0,2019-Jan-14,UTTR
984,OR055,2007162,-1,43.5491,-119.7632,1.343,-,-,-,0,0,2019-Jan-14,UTTR
987,OR059,2007162,-1,43.453,-119.5565,1.358,-,-,-,0,0,2019-Jan-14,UTTR
989,OR062,2007162,-1,43.3063,-119.7794,1.419,-,-,-,0,0,2019-Jan-14,UTTR
991,OR066,2007162,-1,43.346,-119.1891,1.255,-,-,-,0,0,2019-Jan-14,UTTR
994,OR074,2007162,-1,43.1638,-119.8539,1.631,-,-,-,0,0,2019-Jan-14,UTTR
1032,Q14A,2007162,-1,38.9882,-113.2769,1.464,-,-,-,0,0,2019-Jan-14,UTTR
1043,R13A,2007162,-1,38.1802,-113.9691,1.969,-,-,-,0,0,2019-Jan-14,UTTR
1045,R15A,2007162,-1,38.2108,-112.2767,1.861,-,-,-,0,0,2019-Jan-14,UTTR
1053,RW1,2007162,-1,38.2587,-107.789,2.443,-,-,-,0,0,2019-Jan-14,UTTR
1054,RW2,2007162,-1,38.308,-107.7273,2.405,-,-,-,0,0,2019-Jan-14,UTTR
1055,RW3,2007162,-1,38.2502,-107.687,2.603,-,-,-,0,0,2019-Jan-14,UTTR
1056,RW4,2007162,-1,38.1568,-107.6157,2.739,-,-,-,0,0,2019-Jan-14,UTTR
1057,RW5,2007162,-1,38.08,-107.8325,2.991,-,-,-,0,0,2019-Jan-14,UTTR
1058,RW6,2007162,-1,38.2023,-107.9338,3.063,-,-,-,0,0,2019-Jan-14,UTTR
1115,U17A,2007162,-1,36.5996,-110.6624,1.976,-,-,-,0,0,2019-Jan-14,UTTR
1214,ELK,2007177,-1,40.7448,-115.2388,2.21,-,-,-,0,0,2019-Jan-14,UTTR
1238,G14A,2007177,-1,45.2432,-113.4604,2.14,-,-,-,0,0,2019-Jan-14,UTTR
1273,ICI,2007177,-1,44.3293,-112.9412,2.463,-,-,-,0,0,2019-Jan-14,UTTR
1402,OR053,2007177,-1,43.5501,-118.4088,1.636,-,-,-,0,0,2019-Jan-14,UTTR
1403,OR054,2007177,-1,43.5225,-118.103,1.115,-,-,-,0,0,2019-Jan-14,UTTR
1408,OR060,2007177,-1,43.4335,-119.0228,1.277,-,-,-,0,0,2019-Jan-14,UTTR
1413,OR069,2007177,-1,43.3061,-118.228,1.434,-,-,-,0,0,2019-Jan-14,UTTR
1417,OR076,2007177,-1,43.1553,-117.3447,1.395,-,-,-,0,0,2019-Jan-14,UTTR
1419,OR078,2007177,-1,43.1607,-118.9717,1.289,-,-,-,0,0,2019-Jan-14,UTTR
1424,OR089,2007177,-1,43.0007,-118.028,1.317,-,-,-,0,0,2019-Jan-14,UTTR
1425,OR093,2007177,-1,42.9194,-119.1798,1.498,-,-,-,0,0,2019-Jan-14,UTTR
1426,OR094,2007177,-1,43.9399,-118.3348,1.258,-,-,-,0,0,2019-Jan-14,UTTR
1427,OR095,2007177,-1,42.8565,-117.6588,1.048,-,-,-,0,0,2019-Jan-14,UTTR
1428,OR096,2007177,-1,42.8138,-117.1137,1.569,-,-,-,0,0,2019-Jan-14,UTTR
1429,OR097,2007177,-1,42.8203,-117.5739,1.2,-,-,-,0,0,2019-Jan-14,UTTR
1430,OR098,2007177,-1,42.7754,-119.2302,1.421,-,-,-,0,0,2019-Jan-14,UTTR
1431,OR099,2007177,-1,42.7373,-118.689,2.144,-,-,-,0,0,2019-Jan-14,UTTR
1432,OR103,2007177,-1,42.8278,-118.1059,1.68,-,-,-,0,0,2019-Jan-14,UTTR
1433,OR106,2007177,-1,42.6797,-117.8765,1.183,-,-,-,0,0,2019-Jan-14,UTTR
1434,OR120,2007177,-1,42.4165,-117.6786,1.418,-,-,-,0,0,2019-Jan-14,UTTR
1446,P14A,2007177,-1,39.5906,-113.0687,1.784,-,-,-,0,0,2019-Jan-14,UTTR
1464,Q19A,2007177,-1,38.9553,-109.263,1.283,-,-,-,0,0,2019-Jan-14,UTTR
1476,R18A,2007177,-1,38.3862,-109.8942,1.828,-,-,-,0,0,2019-Jan-14,UTTR
1477,R19A,2007177,-1,38.2916,-109.2607,2.035,-,-,-,0,0,2019-Jan-14,UTTR
1494,S18A,2007177,-1,37.6903,-109.9948,2.351,-,-,-,0,0,2019-Jan-14,UTTR
1495,S19A,2007177,-1,37.7459,-109.1366,2.059,-,-,-,0,0,2019-Jan-14,UTTR
1526,T18A,2007177,-1,37.1364,-109.8741,1.297,-,-,-,0,0,2019-Jan-14,UTTR
1527,T19A,2007177,-1,36.8299,-109.0249,1.736,-,-,-,0,0,2019-Jan-14,UTTR
1555,W05,2007177,-1,45.128,-116.836,1.679,-,-,-,0,0,2019-Jan-14,UTTR
1556,W06,2007177,-1,45.164,-117.034,1.627,-,-,-,0,0,2019-Jan-14,UTTR
1557,W07,2007177,-1,45.25,-117.375,1.272,-,-,-,0,0,2019-Jan-14,UTTR
1806,O15A,2007190,-1,40.2807,-112.4694,1.611,-,-,-,0,0,2019-Jan-14,UTTR
1807,O16A,2007190,-1,40.2067,-111.5024,1.789,-,-,-,0,0,2019-Jan-14,UTTR
1845,OR080,2007190,-1,43.0636,-117.6529,1.128,-,-,-,0,0,2019-Jan-14,UTTR
1847,OR086,2007190,-1,43.0167,-119.7142,1.379,-,-,-,0,0,2019-Jan-14,UTTR
1859,OR104,2007190,-1,42.7169,-117.1935,1.415,-,-,-,0,0,2019-Jan-14,UTTR
2165,L15A,2007197,-1,42.0041,-112.386,1.6456,-,-,-,0,0,2019-Jan-14,UTTR
2166,L16A,2007197,-1,42.0149,-111.4319,2.013,-,-,-,0,0,2019-Jan-14,UTTR
2189,M16A,2007197,-1,41.3146,-111.6298,1.872,-,-,-,0,0,2019-Jan-14,UTTR
2217,N16A,2007197,-1,40.8869,-111.437,2.028,-,-,-,0,0,2019-Jan-14,UTTR
2319,P17A,2007197,-1,39.473,-110.74,1.687,-,-,-,0,0,2019-Jan-14,UTTR
2334,Q18A,2007197,-1,39.1025,-110.1328,1.295,-,-,-,0,0,2019-Jan-14,UTTR
2535,FSU1,2007213,-1,39.7219,-113.3912,1.454,-,-,-,0,0,2019-Jan-14,UTTR
2536,FSU2,2007213,-1,39.7225,-113.392,1.468,-,-,-,0,0,2019-Jan-14,UTTR
2537,FSU3,2007213,-1,39.7226,-113.3904,1.43,-,-,-,0,0,2019-Jan-14,UTTR
2538,FSU4,2007213,-1,39.7213,-113.3904,1.448,-,-,-,0,0,2019-Jan-14,UTTR
2539,FSU5,2007213,-1,39.7213,-113.392,1.465,-,-,-,0,0,2019-Jan-14,UTTR
2545,G12A,2007213,-1,45.1285,-115.3257,1.78,-,-,-,0,0,2019-Jan-14,UTTR
2568,HLJ1,2007213,-1,40.6105,-111.4007,1.942,-,-,-,0,0,2019-Jan-14,UTTR
2571,HONU1,2007213,-1,41.6153,-112.0515,1.462,-,-,-,0,0,2019-Jan-14,UTTR
2576,HVU1,2007213,-1,41.7801,-112.7754,1.589,-,-,-,0,0,2019-Jan-14,UTTR
2577,HVU2,2007213,-1,41.779,-112.7752,1.578,-,-,-,0,0,2019-Jan-14,UTTR
2578,HVU3,2007213,-1,41.7788,-112.7762,1.586,-,-,-,0,0,2019-Jan-14,UTTR
2579,HVU4,2007213,-1,41.7802,-112.7764,1.588,-,-,-,0,0,2019-Jan-14,UTTR
2580,HVU5,2007213,-1,41.7795,-112.7759,1.608,-,-,-,0,0,2019-Jan-14,UTTR
2601,J16A,2007213,-1,43.2741,-111.6119,2.004,-,-,-,0,0,2019-Jan-14,UTTR
2603,JLU1,2007213,-1,40.6018,-111.45,2.294,-,-,-,0,0,2019-Jan-14,UTTR
2615,K15A,2007213,-1,42.6852,-112.5305,1.566,-,-,-,0,0,2019-Jan-14,UTTR
2616,K16A,2007213,-1,42.8321,-111.5884,1.885,-,-,-,0,0,2019-Jan-14,UTTR
2626,L14A,2007213,-1,42.0343,-113.2398,1.528,-,-,-,0,0,2019-Jan-14,UTTR
2631,LDJ1,2007213,-1,40.5814,-111.4084,2.23,-,-,-,0,0,2019-Jan-14,UTTR
2635,LKVW,2007213,-1,42.2242,-120.3596,1.512,-,-,-,0,0,2019-Jan-14,UTTR
2650,M13A1,2007213,-1,41.3601,-114.1653,1.515,-,-,-,0,0,2019-Jan-14,UTTR
2652,M14A1,2007213,-1,41.5031,-113.3473,1.314,-,-,-,0,0,2019-Jan-14,UTTR
2679,N12A1,2007213,-1,40.8522,-115.0387,1.786,-,-,-,0,0,2019-Jan-14,UTTR
2684,N17A,2007213,-1,40.9425,-110.8335,2.5,-,-,-,0,0,2019-Jan-14,UTTR
2685,N18A,2007213,-1,40.9763,-109.6731,1.893,-,-,-,0,0,2019-Jan-14,UTTR
2696,NPI1,2007213,-1,42.1487,-112.5191,1.667,-,-,-,0,0,2019-Jan-14,UTTR
2719,O18A,2007213,-1,40.2655,-110.0082,1.582,-,-,-,0,0,2019-Jan-14,UTTR
2785,P13A1,2007213,-1,39.455,-114.0156,1.555,-,-,-,0,0,2019-Jan-14,UTTR
2790,P18A,2007213,-1,39.6279,-110.2457,2.743,-,-,-,0,0,2019-Jan-14,UTTR
2827,R17A,2007213,-1,38.4187,-110.7109,1.357,-,-,-,0,0,2019-Jan-14,UTTR
2832,RCJ1,2007213,-1,40.6585,-111.4393,2.107,-,-,-,0,0,2019-Jan-14,UTTR
2847,S16A,2007213,-1,37.7222,-111.5961,1.785,-,-,-,0,0,2019-Jan-14,UTTR
2848,S17A,2007213,-1,37.6354,-110.8018,1.373,-,-,-,0,0,2019-Jan-14,UTTR
2869,SNUT1,2007213,-1,40.8902,-112.5203,1.408,-,-,-,0,0,2019-Jan-14,UTTR
2882,T17A,2007213,-1,36.9969,-110.8041,1.876,-,-,-,0,0,2019-Jan-14,UTTR
2906,UTTR1,2007213,-1,41.13,-112.8975,1.44,-,-,-,0,0,2019-Jan-14,UTTR
2907,UTTR2,2007213,-1,41.136,-112.9223,1.528,-,-,-,0,0,2019-Jan-14,UTTR
2908,UTTR3,2007213,-1,41.0488,-112.9358,1.356,-,-,-,0,0,2019-Jan-14,UTTR
2932,WMUT1,2007213,-1,40.0795,-111.831,2,-,-,-,0,0,2019-Jan-14,UTTR
2933,WMUT2,2007213,-1,40.0801,-111.8295,2.017,-,-,-,0,0,2019-Jan-14,UTTR
2934,WMUT3,2007213,-1,40.0792,-111.8291,2.019,-,-,-,0,0,2019-Jan-14,UTTR
2935,WMUT4,2007213,-1,40.0786,-111.8301,2,-,-,-,0,0,2019-Jan-14,UTTR
2936,WMUT5,2007213,-1,40.0794,-111.83,2.018,-,-,-,0,0,2019-Jan-14,UTTR
2986,CBTI,2007218,-1,43.3875,-112.9115,1.754,-,-,-,0,0,2019-Jan-14,UTTR
3084,I12A,2007218,-1,43.7945,-115.1328,1.849,-,-,-,0,0,2019-Jan-14,UTTR
3314,R16A,2007218,-1,38.2843,-111.4827,2.202,-,-,-,0,0,2019-Jan-14,UTTR
3578,J14A,2007225,-1,43.3234,-113.5178,1.649,-,-,-,0,0,2019-Jan-14,UTTR
3579,J15A,2007225,-1,43.3998,-112.4334,1.497,-,-,-,0,0,2019-Jan-14,UTTR
3977,E12A,2007239,-1,46.4151,-115.5705,1.555,-,-,-,0,0,2019-Jan-14,UTTR
4029,H14A,2007239,-1,44.6165,-113.3674,1.933,-,-,-,0,0,2019-Jan-14,UTTR
4030,H15A,2007239,-1,44.6173,-112.6439,1.957,-,-,-,0,0,2019-Jan-14,UTTR
4031,H16A,2007239,-1,44.7038,-111.2478,2.08,-,-,-,0,0,2019-Jan-14,UTTR
4060,I14A,2007239,-1,43.9286,-113.4518,1.897,-,-,-,0,0,2019-Jan-14,UTTR
4061,I15A,2007239,-1,43.9997,-112.485,1.47,-,-,-,0,0,2019-Jan-14,UTTR
4062,I16A,2007239,-1,43.8756,-111.4868,1.744,-,-,-,0,0,2019-Jan-14,UTTR
4163,N19A,2007239,-1,40.8936,-109.1772,1.703,-,-,-,0,0,2019-Jan-14,UTTR
4198,O17A,2007239,-1,40.1948,-110.7378,2.079,-,-,-,0,0,2019-Jan-14,UTTR
4200,O19A,2007239,-1,40.2982,-109.1236,1.649,-,-,-,0,0,2019-Jan-14,UTTR
4271,P19A,2007239,-1,39.6333,-108.9812,2.099,-,-,-,0,0,2019-Jan-14,UTTR
4401,W10,2007239,-1,45.64,-117.681,1.114,-,-,-,0,0,2019-Jan-14,UTTR
4448,ARNI,2007253,-1,43.6667,-112.6235,1.553,-,-,-,0,0,2019-Jan-14,UTTR
4472,CM3,2007253,-1,39.4463,-111.2144,3.179,-,-,-,0,0,2019-Jan-14,UTTR
4473,CM4,2007253,-1,39.5088,-111.2614,2.276,-,-,-,0,0,2019-Jan-14,UTTR
4474,CM5,2007253,-1,39.4674,-111.1483,2.427,-,-,-,0,0,2019-Jan-14,UTTR
4981,E16A,2007260,-1,46.5336,-111.6764,1.398,-,-,-,0,0,2019-Jan-14,UTTR
